mother-in-law / father-in-law;Schwiegermutter / Schwiegervater;Relationship and problems(MSW);Englisch
nephew / niece;Neffe / Nichte;Relationship and problems(MSW);Englisch
nicotine;Nikotin;Relationship and problems(MSW);Englisch
non-smoking area;Nichtraucherzone, rauchfreie Zone;Relationship and problems(MSW);Englisch
one-parent family;Familie mit einem allein erziehenden Elternteil;Relationship and problems(MSW);Englisch
personality;Persönlichkeit;Relationship and problems(MSW);Englisch
pocket money;Taschengeld;Relationship and problems(MSW);Englisch
point of view  --  from my point of view;Standpunkt, Sicht  --  aus meiner Sicht;Relationship and problems(MSW);Englisch
popular  --  popularity;beliebt  --  Beliebtheit;Relationship and problems(MSW);Englisch
pregnant  --  pregnancy;schwanger  --  Schwangerschaft;Relationship and problems(MSW);Englisch
privilege;Sonderrecht, Privileg;Relationship and problems(MSW);Englisch
rebellion  --  to rebel (against sth.);Aufstand, Rebellion  --  (gegen etwas) rebellieren;Relationship and problems(MSW);Englisch
relation  -  to *be related to s.o.;Verwandte/r  --  mit jdm. verwandt sein;Relationship and problems(MSW);Englisch
relationship;Beziehung, Verhältnis;Relationship and problems(MSW);Englisch
relative = relation;Verwandte/r   ;Relationship and problems(MSW);Englisch
ridiculous;lächerlich;Relationship and problems(MSW);Englisch
rude  <--> polite;unhöflich <--> höflich;Relationship and problems(MSW);Englisch
selfish;selbstsüchtig, egoistisch;Relationship and problems(MSW);Englisch
separated  --  separation;getrennt  --  Trennung;Relationship and problems(MSW);Englisch
shy;schüchtern;Relationship and problems(MSW);Englisch
social life;Freizeitgestaltung mit Freunden;Relationship and problems(MSW);Englisch
stepmother / stepfather;Stiefmutter / Stiefvater;Relationship and problems(MSW);Englisch
stepsister / stepbrother;Stiefschwester / Stiefbruder;Relationship and problems(MSW);Englisch
strict;streng;Relationship and problems(MSW);Englisch
substance;Stoff, Substanz;Relationship and problems(MSW);Englisch
sympathetic  --  sympathy;verständnisvoll, mitfühlend  --  Mitleid, Mitgefühl;Relationship and problems(MSW);Englisch
to *be bad-tempered;schlechte Laune haben;Relationship and problems(MSW);Englisch
to *be crazy about s.o./sth.;verrückt nach jdm./etwas sein;Relationship and problems(MSW);Englisch
to *be fond of s.o./sth. ;jdn./etwas mögen/gern haben;Relationship and problems(MSW);Englisch
to *be prepared to do sth.;bereit sein, etwas zu tun;Relationship and problems(MSW);Englisch
to *be responsible (for s.o./sth.);verantwortlich (für jdn./etwas) sein;Relationship and problems(MSW);Englisch
to *be sick;sich übergeben;Relationship and problems(MSW);Englisch
to *blow up;explodieren, in die Luft gehen;Relationship and problems(MSW);Englisch
to *bring s.o. up;jdn. großziehen / aufziehen;Relationship and problems(MSW);Englisch
to *catch s.o. (doing sth.);jdn. (bei etwas) erwischen / ertappen;Relationship and problems(MSW);Englisch
to *do as you please;tun, was einem gefällt / passt;Relationship and problems(MSW);Englisch
to *do what you think best;tun, was man für das Beste hält;Relationship and problems(MSW);Englisch
to *do without sth.;ohne etwas auskommen;Relationship and problems(MSW);Englisch
to *fall in love (with s.o.);sich (in jdn.) verlieben;Relationship and problems(MSW);Englisch
to *feel like doing sth.;(gute) Lust haben, etwas zu tun;Relationship and problems(MSW);Englisch
to *get annoyed;sich ärgern, sich aufregen;Relationship and problems(MSW);Englisch
to *get married;heiraten;Relationship and problems(MSW);Englisch
to *get on well with s.o.;sich gut mit jdm. verstehen;Relationship and problems(MSW);Englisch
to *get to *know about sth.;etwas herausfinden, etwas mitbekommen;Relationship and problems(MSW);Englisch
to *get to *know s.o.;jdn. kennen lernen;Relationship and problems(MSW);Englisch
to *give sth. up;etwas aufgeben, mit etwas aufhören;Relationship and problems(MSW);Englisch
to *go out with s.o. (BE);mit jdm. (aus)gehen;Relationship and problems(MSW);Englisch
to *go wrong;schief laufen;Relationship and problems(MSW);Englisch
to *keep up with s.o.;mit jdm. mithalten;Relationship and problems(MSW);Englisch
to *leave home;von zu Hause weggehen, ausziehen;Relationship and problems(MSW);Englisch
to *make an effort;sich bemühen, sich anstrengen;Relationship and problems(MSW);Englisch
to *meet s.o.;hier: jdn. kennen lernen;Relationship and problems(MSW);Englisch
to *put s.o. under pressure;jdn. unter Druck setzen;Relationship and problems(MSW);Englisch
to *spend money (on sth.);Geld (für etwas) ausgeben;Relationship and problems(MSW);Englisch
to *take drugs;Drogen nehmen;Relationship and problems(MSW);Englisch
to *take sth. to excess;etwas im Übermaß zu sich nehmen;Relationship and problems(MSW);Englisch
to *tell s.o. off (for doing sth.);jdn. (wegen etwas) ausschimpfen / schelten;Relationship and problems(MSW);Englisch
to accuse s.o. of doing sth.;jdn. beschuldigen, etwas zu tun / etwas getan zu haben;Relationship and problems(MSW);Englisch
to apologize (to s.o. for sth.) = to say sorry (to s.o. for sth.);sich (bei jdm. für etwas) entschuldigen;Relationship and problems(MSW);Englisch
to approve of sth.;etwas gutheißen / billigen;Relationship and problems(MSW);Englisch
to blame s.o. (for sth.;jdm. die Schuld (an etwas) geben;Relationship and problems(MSW);Englisch
to care about s.o.;hier: sich um jdn. sorgen, jdn. lieben;Relationship and problems(MSW);Englisch
to chuck s.o. (informal);Schluss mit jdm. machen;Relationship and problems(MSW);Englisch
to complain about sth./s.o.;sich über etwas/jdn. beschwerden / beklagen;Relationship and problems(MSW);Englisch
to criticize s.o./sth.  --  criticism;jdn./etwas kritisieren  --  Kritik;Relationship and problems(MSW);Englisch
to hate s.o./sth.  --  hatred;jdn./etwas hassen  --  Hass;Relationship and problems(MSW);Englisch
to ignore s.o./sth.;jdn./etwas nicht beachten;Relationship and problems(MSW);Englisch
to laugh at s.o.;jdn. auslachen;Relationship and problems(MSW);Englisch
to live up to s.o.'s expectations;jds. Erwartungen gerecht werden;Relationship and problems(MSW);Englisch
to live your own life;sein eigenes Leben führen;Relationship and problems(MSW);Englisch
to look after oneself;selbst auf sich aufpassen;Relationship and problems(MSW);Englisch
to move in with s.o.;zu jdm. ziehen;Relationship and problems(MSW);Englisch
to respect s.o.  --  respect;jdn. respektieren  --  Respekt;Relationship and problems(MSW);Englisch
to ruin one's life;sein Leben ruinieren;Relationship and problems(MSW);Englisch
to smoke;rauchen;Relationship and problems(MSW);Englisch
to talk things over with s.o.;die Dinge mit jdm. besprechen;Relationship and problems(MSW);Englisch
to tease s.o. (about sth.);jdn. (wegen etwas) aufziehen;Relationship and problems(MSW);Englisch
to treat s.o. (well / badly / …);jdn. (gut / schlecht/…) behandeln;Relationship and problems(MSW);Englisch
to trust s.o.  --  trust;jdm. vertrauen  --   Vertrauen;Relationship and problems(MSW);Englisch
to try sth. out;etwas ausprobieren;Relationship and problems(MSW);Englisch
to worry (about sth.);sich Sorgen (wegen etwas) machen;Relationship and problems(MSW);Englisch
trend;Mode, Trend;Relationship and problems(MSW);Englisch
trouble;Ärger, Schwierigkeiten;Relationship and problems(MSW);Englisch
twins;Zwillinge;Relationship and problems(MSW);Englisch
unattractive <--> attractive;unattraktiv, hässlich <--> attraktiv;Relationship and problems(MSW);Englisch
uncle;Onkel;Relationship and problems(MSW);Englisch
uncomfortable;unbehaglich;Relationship and problems(MSW);Englisch
unkind <--> kind;gemein <--> liebenswürdig;Relationship and problems(MSW);Englisch
values;Werte;Relationship and problems(MSW);Englisch
wedding;Hochzeit;Relationship and problems(MSW);Englisch
wife;Ehefrau;Relationship and problems(MSW);Englisch
