by rail  --  railway (BE)  = railroad (AE);mit der Bahn  --  (Eisen-)Bahn;Lifestyle (MSW);Englisch
captain;Kapitän;Lifestyle (MSW);Englisch
career woman  --  career;Karrierefrau  --  Karriere, Beruf;Lifestyle (MSW);Englisch
catalogue;Katalog;Lifestyle (MSW);Englisch
chain;Kette;Lifestyle (MSW);Englisch
chapter;Kapitel;Lifestyle (MSW);Englisch
character;Figur, Person (in Roman, Film usw.);Lifestyle (MSW);Englisch
child-minder;Tagesmutter;Lifestyle (MSW);Englisch
choice  --  to *choose sth.;Wahl, Entscheidung  --  etwas wählen;Lifestyle (MSW);Englisch
christening;Taufe;Lifestyle (MSW);Englisch
Christian  --  Jesus Christ;Christ/in  --  Jesus Christus;Lifestyle (MSW);Englisch
coach tour;Busreise;Lifestyle (MSW);Englisch
collision  --  to collide (with s.o.);Zusammenstoß  --  (mit jdm.) zusammenstoßen;Lifestyle (MSW);Englisch
comedy  --  comic;Komödie  --  komisch, lustig;Lifestyle (MSW);Englisch
competitive;von Konkurrenzdenken geprägt;Lifestyle (MSW);Englisch
connection;Anschluss, Verbindung;Lifestyle (MSW);Englisch
consumer  --  to consume sth.;Verbraucher/in  --  etwas verbrauchen;Lifestyle (MSW);Englisch
crew;Besatzung, Flugpersonal;Lifestyle (MSW);Englisch
crossing;Überfahrt;Lifestyle (MSW);Englisch
cruise;Kreuzfahrt;Lifestyle (MSW);Englisch
cycle path;Radweg;Lifestyle (MSW);Englisch
cycling  --  cyclist;Radfahren  --  Radfahrer/in;Lifestyle (MSW);Englisch
death;Tod;Lifestyle (MSW);Englisch
departure board;Anzeigetafel der Abflüge;Lifestyle (MSW);Englisch
departure lounge;Warteraum (vor Abflug);Lifestyle (MSW);Englisch
destination;Reiseziel;Lifestyle (MSW);Englisch
detached house;freistehendes Haus, Einzelhaus;Lifestyle (MSW);Englisch
detective story;Krimi, Kriminalroman;Lifestyle (MSW);Englisch
difference;Unterschied, Unterscheidung;Lifestyle (MSW);Englisch
disadvantage  <-->  advantage;Nachteil  <-->  Vorteil;Lifestyle (MSW);Englisch
dissatisfied;unzufrieden;Lifestyle (MSW);Englisch
diversion;Umleitung;Lifestyle (MSW);Englisch
doll;Puppe;Lifestyle (MSW);Englisch
driving licence (BE)  =  driver's license (AE);Führerschein;Lifestyle (MSW);Englisch
ending  --  happy ending;Schluss, Ende  --  Happy End;Lifestyle (MSW);Englisch
equal  --  equality;gleich  --  Gleichheit;Lifestyle (MSW);Englisch
escalator;Rolltreppe;Lifestyle (MSW);Englisch
evil (noun/adj.);"Böses, Übel; böse schlecht";Lifestyle (MSW);Englisch
exit;(Autobahn-)Ausfahrt;Lifestyle (MSW);Englisch
exotic;exotisch;Lifestyle (MSW);Englisch
failure;Scheitern, Versagen, Misserfolg;Lifestyle (MSW);Englisch
fairy tale  --  fairy;Märchen --  Fee;Lifestyle (MSW);Englisch
fanatical;fanatisch;Lifestyle (MSW);Englisch
fare;Fahrpreis;Lifestyle (MSW);Englisch
fashion;Mode;Lifestyle (MSW);Englisch
female  <-->  male;weiblich  <-->  männlich;Lifestyle (MSW);Englisch
ferry;Fähre;Lifestyle (MSW);Englisch
flat (BE)  =  apartment (AE);Wohnung ;Lifestyle (MSW);Englisch
flexible;flexibel, beweglich;Lifestyle (MSW);Englisch
flight  --  to *fly;Flug  --  fliegen;Lifestyle (MSW);Englisch
fundamentalism;Fundamentalismus;Lifestyle (MSW);Englisch
funeral;Beerdigung;Lifestyle (MSW);Englisch
gate;Ausgang, Flugsteig;Lifestyle (MSW);Englisch
gears (plur.!)  --  gear;Gangschaltung  --  Gang;Lifestyle (MSW);Englisch
gender;Geschlecht;Lifestyle (MSW);Englisch
goal  = aim;Ziel;Lifestyle (MSW);Englisch
habit;Gewohnheit;Lifestyle (MSW);Englisch
handlebars (plur.!);Lenkstange;Lifestyle (MSW);Englisch
happiness;Zufriedenheit, Glück;Lifestyle (MSW);Englisch
heaven;Himmel;Lifestyle (MSW);Englisch
hectic;hektisch;Lifestyle (MSW);Englisch
hell;Hölle;Lifestyle (MSW);Englisch
helmet;Helm;Lifestyle (MSW);Englisch
hero, heroine  --  heroes;Held/in  --  Helden;Lifestyle (MSW);Englisch
Hindu;Hindu/istin;Lifestyle (MSW);Englisch
holidaymaker;Urlauber/in;Lifestyle (MSW);Englisch
housekeeping;Haushaltsführung;Lifestyle (MSW);Englisch
housework;Hausarbeit;Lifestyle (MSW);Englisch
housing (sing.!);Wohnungen;Lifestyle (MSW);Englisch
humorous  --  humour;lustig, humorvoll  --  Humor;Lifestyle (MSW);Englisch
hymn;Kirchenlied;Lifestyle (MSW);Englisch
in good time;frühzeitig, rechtzeitig;Lifestyle (MSW);Englisch
interrailing;Reisen per Interrail;Lifestyle (MSW);Englisch
it's a full-time job;das kann einen rund um die Uhr beschäftigen;Lifestyle (MSW);Englisch
Jew;Jude / Jüdin;Lifestyle (MSW);Englisch
journey;Reise, Fahrt;Lifestyle (MSW);Englisch
lane;hier: Fahrspur;Lifestyle (MSW);Englisch
leader;hier: Führernatur;Lifestyle (MSW);Englisch
library;Bibliothek, Bücherei;Lifestyle (MSW);Englisch
lifestyle;Lebensstil;Lifestyle (MSW);Englisch
lift  --  to *give s.o. a lift;hier: Mitfahrgelegenheit  --  jdn. mitnehmen;Lifestyle (MSW);Englisch
luggage (BE)  = baggage  (AE);Gepäck;Lifestyle (MSW);Englisch
luxury;Luxus(-);Lifestyle (MSW);Englisch
main road;Hauptverkehrsstraße;Lifestyle (MSW);Englisch
mass tourism;Massentourismus;Lifestyle (MSW);Englisch
meaning;Sinn, Bedeutung;Lifestyle (MSW);Englisch
message;Botschaft;Lifestyle (MSW);Englisch
motorway;Autobahn;Lifestyle (MSW);Englisch
multi-storey car park;(mehrstöckiges) Parkhaus;Lifestyle (MSW);Englisch
Muslim;Moslem / Muslime;Lifestyle (MSW);Englisch
narrow-minded  <-->  open-minded;engstirnig  <-->  aufgeschlossen;Lifestyle (MSW);Englisch
nine-to-five lifestyle;Büroalltag, Achtstundenalltag;Lifestyle (MSW);Englisch
novel;Roman  (nicht: Novelle!);Lifestyle (MSW);Englisch
obsessed (with sth.);besessen (von etwas);Lifestyle (MSW);Englisch
ocean liner;Ozeandampfer;Lifestyle (MSW);Englisch
on board;an Bord;Lifestyle (MSW);Englisch
on schedule (AE)  = on time;planmäßig, pünktlich;Lifestyle (MSW);Englisch
opportunity;Möglichkeit, Chance;Lifestyle (MSW);Englisch
package tour;Pauschalreise;Lifestyle (MSW);Englisch
passport control;Passkontrolle;Lifestyle (MSW);Englisch
pedestrian;Fußgänger/in;Lifestyle (MSW);Englisch
platform;Gleis, Bahnsteig;Lifestyle (MSW);Englisch
plot;Handlung;Lifestyle (MSW);Englisch
poem  --  poet  --  poetry;Gedicht  --  Dichter/in  --  Lyrik;Lifestyle (MSW);Englisch
positive aspect;positive Seite, positiver Aspekt;Lifestyle (MSW);Englisch
prejudice;Vorurteil, Voreingenommenheit;Lifestyle (MSW);Englisch
pressure;Druck;Lifestyle (MSW);Englisch
priest;Geistliche/r;Lifestyle (MSW);Englisch
public transport (sing.!);öffentliche Verkehrsmittel;Lifestyle (MSW);Englisch
queue (BE)  =  line (AE)  ;Warteschlange;Lifestyle (MSW);Englisch
racing bike;Rennrad;Lifestyle (MSW);Englisch
reader;hier: Leseratte;Lifestyle (MSW);Englisch
religion  --  religious;Religion, Glaube  --  religiös;Lifestyle (MSW);Englisch
rented accommodation (sing.!);Mietwohnung/en, Miethaus/-häuser;Lifestyle (MSW);Englisch
responsibility;Verantwortung, Pflicht;Lifestyle (MSW);Englisch
return;Hin- und Rückfahrt;Lifestyle (MSW);Englisch
rhyme  --  to rhyme;Reim  --  sich reimen;Lifestyle (MSW);Englisch
road works;Straßenarbeiten, Baustelle;Lifestyle (MSW);Englisch
role;Rolle;Lifestyle (MSW);Englisch
roundabout;Kreisverkehr;Lifestyle (MSW);Englisch
route;Route, Strecke;Lifestyle (MSW);Englisch
row;Reihe;Lifestyle (MSW);Englisch
rush-hour;Hauptverkehrszeit, Stoßzeit;Lifestyle (MSW);Englisch
saddle ;Sattel ;Lifestyle (MSW);Englisch
saddlebag;Satteltasche;Lifestyle (MSW);Englisch
safe;sicher, gefahrlos;Lifestyle (MSW);Englisch
satisfying  --  satisfaction;befriedigend  --  Zufriedenheit;Lifestyle (MSW);Englisch
scene;Szene;Lifestyle (MSW);Englisch
science fiction  --  fiction;Sciencefiction  --  Erzählliteratur;Lifestyle (MSW);Englisch
seasick;seekrank;Lifestyle (MSW);Englisch
seat-belt;Sicherheitsgurt;Lifestyle (MSW);Englisch
security;Sicherheitskontrolle;Lifestyle (MSW);Englisch
semi-detached house;Doppelhaushälfte;Lifestyle (MSW);Englisch
service;Gottesdienst;Lifestyle (MSW);Englisch
sexist;männer- / frauenfeindlich, sexistisch;Lifestyle (MSW);Englisch
short story;Kurzgeschichte;Lifestyle (MSW);Englisch
sightseeing  --  sight;Besichtigungen  --  Sehenswürdigkeit;Lifestyle (MSW);Englisch
sign;(Verkehrs-)Schild;Lifestyle (MSW);Englisch
simple;einfach, schlicht;Lifestyle (MSW);Englisch
single;einfache Fahrt;Lifestyle (MSW);Englisch
slogan;Slogan, Werbespruch;Lifestyle (MSW);Englisch
society;Gesellschaft;Lifestyle (MSW);Englisch
special offer;Sonderangebot;Lifestyle (MSW);Englisch
speed limit;Geschwindigkeitsbegrenzung;Lifestyle (MSW);Englisch
spirit;Geist;Lifestyle (MSW);Englisch
station;Bahnhof;Lifestyle (MSW);Englisch
stress  --  stressful;Stress  --  stressig;Lifestyle (MSW);Englisch
stressed out;total gestresst;Lifestyle (MSW);Englisch
successful;erfolgreich;Lifestyle (MSW);Englisch
survey;Umfrage;Lifestyle (MSW);Englisch
suspense --  exciting (!);Spannung  --  spannend (!);Lifestyle (MSW);Englisch
teachings (plur.!);Lehre;Lifestyle (MSW);Englisch
terraced house;Reihenhaus;Lifestyle (MSW);Englisch
the Bible;die Bibel;Lifestyle (MSW);Englisch
the Channel Tunnel;der Eurotunnel;Lifestyle (MSW);Englisch
the future  <-->  the past;die Zukunft  <-->  die Vergangenheit;Lifestyle (MSW);Englisch
the Pope;der Papst;Lifestyle (MSW);Englisch
the sexes;die Geschlechter;Lifestyle (MSW);Englisch
thriller;Thriller;Lifestyle (MSW);Englisch
through train;durchgehender Zug, Direktverbindung;Lifestyle (MSW);Englisch
ticket;Fahrkarte, Fahrschein;Lifestyle (MSW);Englisch
timetable;Fahrplan;Lifestyle (MSW);Englisch
to *be about s.o./sth.;von jdm./etwas handeln;Lifestyle (MSW);Englisch
to *be delayed  --  delay;Verspätung haben  --  Verspätung;Lifestyle (MSW);Englisch
to *be due;hier: (laut Fahrplan) erwartet werden;Lifestyle (MSW);Englisch
to *be for sale;zum Verkauf stehen;Lifestyle (MSW);Englisch
to *be in a hurry;es eilig haben;Lifestyle (MSW);Englisch
to *be open to sth.;offen für etwas sein;Lifestyle (MSW);Englisch
to *be satisfied with sth.;mit etwas zufrieden sein;Lifestyle (MSW);Englisch
to *bring s.o. up;jdn. großziehen / aufziehen;Lifestyle (MSW);Englisch
to *catch a train / bus/ …;einen Zug / Bus/ … kriegen, erreichen;Lifestyle (MSW);Englisch
to *do one's share of sth.  --  to share sth.;seinen Anteil an etwas machen  --  etwas teilen;Lifestyle (MSW);Englisch
to *dream of sth.;von etwas träumen;Lifestyle (MSW);Englisch
to *get away from it all;den Alltag hinter sich lassen;Lifestyle (MSW);Englisch
to *go back to work;wieder arbeiten gehen / berufstätig sein;Lifestyle (MSW);Englisch
to *go on holiday;in Urlaub fahren;Lifestyle (MSW);Englisch
to *go out to work;arbeiten gehen;Lifestyle (MSW);Englisch
to *go the wrong way;falsch fahren, sich verfahren;Lifestyle (MSW);Englisch
to *go to church;in die Kirche gehen;Lifestyle (MSW);Englisch
to *have a baby;ein Kind bekommen;Lifestyle (MSW);Englisch
to *overtake (s.o.);(jdn.) überholen;Lifestyle (MSW);Englisch
to *ride (a bicycle);Rad fahren;Lifestyle (MSW);Englisch
to *spend money (on sth.);Geld (für etwas) ausgeben;Lifestyle (MSW);Englisch
to *spend time;Zeit verbringen;Lifestyle (MSW);Englisch
to *take a traditional view;eine konservative Ansicht haben;Lifestyle (MSW);Englisch
to achieve sth.;etwas erreichen / erlangen;Lifestyle (MSW);Englisch
to afford sth.;sich etwas leisten;Lifestyle (MSW);Englisch
to announce sth.  -- announcement;etwas durchsagen / bekannt geben  --  Durchsage;Lifestyle (MSW);Englisch
to arrive;ankommen;Lifestyle (MSW);Englisch
to believe (in sth.);(an etwas) glauben;Lifestyle (MSW);Englisch
to belong to a sect;einer Sekte angehören;Lifestyle (MSW);Englisch
to book sth.;etwas buchen;Lifestyle (MSW);Englisch
to cancel sth.;etwas streichen / ausfallen lassen;Lifestyle (MSW);Englisch
to care for s.o.;für jdn. sorgen;Lifestyle (MSW);Englisch
to change (trains);umsteigen;Lifestyle (MSW);Englisch
to check in;einchecken, sich anmelden;Lifestyle (MSW);Englisch
to counteract sth.;einer Sache entgegenwirken;Lifestyle (MSW);Englisch
to create sth.  --  creation;etwas erschaffen / schöpfen  --  Schöpfung;Lifestyle (MSW);Englisch
to damage sth.;etwas beschädigen;Lifestyle (MSW);Englisch
to enjoy life;das Leben genießen;Lifestyle (MSW);Englisch
to escape (from sth.);(einer Sache) entkommen;Lifestyle (MSW);Englisch
to exist ;existieren;Lifestyle (MSW);Englisch
to experience sth.  --  experience;etwas erfahren / erleben  --  Erfahrung, Erlebnis;Lifestyle (MSW);Englisch
to explore sth.;etwas erkunden;Lifestyle (MSW);Englisch
to fasten sth.;etwas festmachen / schließen;Lifestyle (MSW);Englisch
to fulfil s.o.;jdn. erfüllen;Lifestyle (MSW);Englisch
to join sth.;hier: einer Sache beitreten;Lifestyle (MSW);Englisch
to laze  --  lazy;faulenzen  --  faul;Lifestyle (MSW);Englisch
to look after s.o.;sich um jdn. kümmern, auf jdn. aufpassen;Lifestyle (MSW);Englisch
to mend a puncture  --  to *have a puncture;einen Reifen flicken  --  einen Platten haben;Lifestyle (MSW);Englisch
to miss a train / bus/ …;einen Zug / Bus/  … verpassen;Lifestyle (MSW);Englisch
to miss a turning;eine Abzweigung verpassen;Lifestyle (MSW);Englisch
to move house;umziehen;Lifestyle (MSW);Englisch
to own sth.  --  owner;etwas besitzen  --  Eigentümer/in;Lifestyle (MSW);Englisch
to pedal  --  pedal;(in die Pedale) treten  --  Pedal;Lifestyle (MSW);Englisch
to persuade s.o. to do sth.;jdn. überreden, etwas zu tun;Lifestyle (MSW);Englisch
to pick s.o. up;jdn. abholen / mitnehmen;Lifestyle (MSW);Englisch
to pray  --  prayer;beten  --  Gebet;Lifestyle (MSW);Englisch
to pump a tyre up;einen Reifen aufpumpen;Lifestyle (MSW);Englisch
to queue / to *stand in line;sich anstellen, Schlange stehen;Lifestyle (MSW);Englisch
to relax  --  relaxing;sich entspannen  --  entspannend;Lifestyle (MSW);Englisch
to sail;abfahren (mit Schiff), absegeln;Lifestyle (MSW);Englisch
to save money;Geld sparen;Lifestyle (MSW);Englisch
to search for sth.;nach etwas suchen;Lifestyle (MSW);Englisch
to stay at a place;(vorübergehend) an einem Ort wohnen;Lifestyle (MSW);Englisch
to support the family;die Familie unterhalten / ernähren;Lifestyle (MSW);Englisch
to travel;reisen;Lifestyle (MSW);Englisch
to work  =  to function;hier: funktionieren;Lifestyle (MSW);Englisch
to work part-time  <-->  to work full-time;Teilzeit arbeiten  <-->  Vollzeit arbeiten;Lifestyle (MSW);Englisch
to worship God;Gott verehren / anbeten;Lifestyle (MSW);Englisch
tower block;Hochhaus;Lifestyle (MSW);Englisch
traffic;Verkehr;Lifestyle (MSW);Englisch
traffic lights (plur.!);Ampel;Lifestyle (MSW);Englisch
tragic  --  tragedy;tragisch  --  Tragödie;Lifestyle (MSW);Englisch
travel agent  --  travel agency;Reisebürokaufmann/-frau  --  Reisebüro;Lifestyle (MSW);Englisch
trip;Reise, Ausflug;Lifestyle (MSW);Englisch
tyre;Reifen;Lifestyle (MSW);Englisch
Underground;Untergrundbahn;Lifestyle (MSW);Englisch
universal;universell, allgemein;Lifestyle (MSW);Englisch
voyage;Seereise, Seefahrt;Lifestyle (MSW);Englisch
way of life;Lebensstil, Lebensart, Lebensweise;Lifestyle (MSW);Englisch
wealth  <-->  poverty;Reichtum, Wohlstand  <-->  Armut;Lifestyle (MSW);Englisch
wedding;Hochzeit;Lifestyle (MSW);Englisch
wheel;Rad;Lifestyle (MSW);Englisch
youth hostelling;Urlaub in Jugendherbergen;Lifestyle (MSW);Englisch
